group,id_player,age,gender,income,risk_0,risk_3,risk_4,risk_5,n_session,n_round_total,n_round_mean,n_round_median,bet_max,bet_min,bet_mean,bet_median,win_prob,win_max,win_min,win_mean,win_median,loss_max,loss_min,loss_mean,loss_median,total_spent
Low-Risk,LR_647,49,Male,13206.467016665061,1,0,0,0,1,5,5,5,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,5
Low-Risk,LR_648,62,Female,19183.33983474538,1,0,0,0,1,47,47,47,0.25,0.25,0.25,0.25,17.02127659574468,1.25,0.25,0.59375,0.375,0.25,0.25,0.25,0.25,5
Low-Risk,LR_649,23,Female,21544.955858653462,1,0,0,0,6,303,50.5,36.5,1,0.25,0.5841584158415841,0.5,20.792079207920793,9.5,0.25,1.4246031746031746,1,1,0.25,0.578125,0.5,49
Low-Risk,LR_65,49,Male,13444.220983470092,1,0,0,0,1,97,97,97,0.5,0.25,0.29896907216494845,0.25,19.587628865979383,19.75,0.25,1.5921052631578947,0.25,0.5,0.25,0.30448717948717946,0.25,-6.5
Low-Risk,LR_650,25,Female,16166.09703144839,1,0,0,0,2,196,98,98,0.25,0.25,0.25,0.25,14.795918367346939,1,0.25,0.4051724137931034,0.25,0.25,0.25,0.25,0.25,30
Low-Risk,LR_651,57,Female,14058.268518749028,1,0,0,0,1,6,6,6,0.25,0.25,0.25,0.25,16.666666666666664,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1
Low-Risk,LR_652,30,Male,13444.220983470092,1,0,0,0,2,22,11,11,0.25,0.25,0.25,0.25,13.636363636363635,0.5,0.25,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,3.75
Low-Risk,LR_653,72,Female,16846.68642706444,1,0,0,0,2,19,9.5,9.5,1,0.5,0.5263157894736842,0.5,26.31578947368421,2.5,0.5,1.1,1,1,0.5,0.5357142857142857,0.5,2
Low-Risk,LR_654,26,Female,14489.764147354721,1,0,0,0,2,120,60,60,5,1,1.3958333333333333,1,22.5,7,1,2.185185185185185,2,5,1,1.4086021505376345,1,72
Low-Risk,LR_655,31,Male,20720.405944546754,1,0,0,0,1,22,22,22,5,5,5,5,18.181818181818183,20,5,10,7.5,5,5,5,5,50
Low-Risk,LR_656,38,Male,13444.220983470092,1,0,0,0,1,5,5,5,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,5
Low-Risk,LR_657,64,Female,18942.63148387097,1,0,0,0,1,51,51,51,0.5,0.25,0.4264705882352941,0.5,27.450980392156865,1.5,0.25,0.8035714285714286,1,0.5,0.25,0.4391891891891892,0.5,5
Low-Risk,LR_658,45,Male,21521.509567986708,1,0,0,0,1,125,125,125,1,0.5,0.996,1,22.400000000000002,5,1,1.6428571428571428,1,1,0.5,0.9948453608247423,1,50.5
Low-Risk,LR_659,32,Female,17428.50146694215,1,0,0,0,32,1970,61.5625,39.5,1.5,0.25,0.7032994923857868,1,23.502538071065988,99,0.25,2.170086393088553,1,1.5,0.25,0.6997345719973457,0.5,49.75
Low-Risk,LR_66,23,Male,13654.437348958207,1,0,0,0,3,100,33.333333333333336,40,0.5,0.25,0.2525,0.25,19,0.5,0.25,0.3684210526315789,0.25,0.5,0.25,0.25308641975308643,0.25,13.5
Low-Risk,LR_660,33,Male,14649.141709140966,1,0,0,0,1,5,5,5,0.5,0.25,0.3,0.25,20,0.25,0.25,0.25,0.25,0.5,0.25,0.3125,0.25,1
Low-Risk,LR_661,30,Male,17313.317537452913,1,0,0,0,1,29,29,29,0.25,0.25,0.25,0.25,20.689655172413794,0.5,0.25,0.2916666666666667,0.25,0.25,0.25,0.25,0.25,4
Low-Risk,LR_662,26,Male,21047.67146457575,1,0,0,0,1,16,16,16,0.25,0.25,0.25,0.25,25,0.75,0.25,0.4375,0.375,0.25,0.25,0.25,0.25,1.25
Low-Risk,LR_663,63,Female,14244.754097974565,1,0,0,0,52,4290,82.5,43.5,2,0.25,0.653962703962704,0.5,23.613053613053616,99,0.25,2.0145607107601187,1,2,0.25,0.6528837351235887,0.5,98.75
Low-Risk,LR_664,41,Female,14058.268518749028,1,0,0,0,7,203,29,30,1,0.25,0.2894088669950739,0.25,18.7192118226601,2,0.25,0.45394736842105265,0.25,1,0.25,0.2924242424242424,0.25,31
Low-Risk,LR_665,23,Male,14250.969572424185,1,0,0,0,4,206,51.5,48.5,5,0.25,0.8871359223300971,1,24.271844660194176,6,0.5,1.525,1,5,0.25,0.8669871794871795,1,59
Low-Risk,LR_666,24,Female,17775.041324829686,1,0,0,0,1,32,32,32,0.25,0.25,0.25,0.25,15.625,0.5,0.25,0.35,0.25,0.25,0.25,0.25,0.25,5
Low-Risk,LR_667,26,Male,17462.804113156715,1,0,0,0,49,480,9.795918367346939,8,1,0.25,0.4322916666666667,0.5,21.875,2.5,0.25,0.6904761904761905,0.5,1,0.25,0.43466666666666665,0.5,90.5
Low-Risk,LR_668,29,Female,17759.365271226416,1,0,0,0,2,44,22,22,0.25,0.25,0.25,0.25,22.727272727272727,0.5,0.25,0.35,0.25,0.25,0.25,0.25,0.25,5
Low-Risk,LR_669,46,Male,13444.220983470092,1,0,0,0,6,1085,180.83333333333334,168.5,0.5,0.25,0.35576036866359445,0.25,22.211981566820278,49.5,0.25,1.099585062240664,0.5,0.5,0.25,0.3533767772511848,0.25,33.25
Low-Risk,LR_67,72,Male,17237.621401328477,1,0,0,0,1,98,98,98,0.5,0.5,0.5,0.5,15.306122448979592,2,0.5,1.1,1,0.5,0.5,0.5,0.5,25
Low-Risk,LR_670,31,Male,15545.454559001208,1,0,0,0,10,1016,101.6,45.5,1,0.25,0.43085629921259844,0.25,22.736220472440944,19,0.25,0.9642857142857143,0.5,1,0.25,0.4267515923566879,0.25,112.25
Low-Risk,LR_671,24,Female,16936.274592933947,1,0,0,0,2,246,123,123,0.5,0.25,0.2611788617886179,0.25,21.951219512195124,1.25,0.25,0.4444444444444444,0.25,0.5,0.25,0.2604166666666667,0.25,26
Low-Risk,LR_672,56,Female,22985.175619063084,1,0,0,0,1,63,63,63,1.5,1,1.0634920634920635,1,22.22222222222222,3,1,1.9642857142857142,2,1.5,1,1.0714285714285714,1,25
Low-Risk,LR_673,32,Female,14649.141709140966,1,0,0,0,1,59,59,59,2.5,1,2.1440677966101696,2.5,23.728813559322035,7.5,1.5,3.9642857142857144,3.25,2.5,1,2.1777777777777776,2.5,42.5
Low-Risk,LR_674,27,Female,NA,1,0,0,0,5,607,121.4,66,0.5,0.25,0.3167215815485997,0.25,24.217462932454694,24.75,0.25,0.8044217687074829,0.5,0.5,0.25,0.3179347826086957,0.25,28
Low-Risk,LR_675,23,Male,14250.969572424185,1,0,0,0,1,61,61,61,0.5,0.25,0.2786885245901639,0.25,16.39344262295082,1.25,0.25,0.45,0.25,0.5,0.25,0.28431372549019607,0.25,10
Low-Risk,LR_676,29,Male,20642.497160763738,1,0,0,0,1,63,63,63,0.25,0.25,0.25,0.25,30.158730158730158,1.75,0.25,0.5789473684210527,0.5,0.25,0.25,0.25,0.25,0
Low-Risk,LR_677,34,Male,21950.282092190224,1,0,0,0,11,419,38.09090909090909,27,0.5,0.25,0.3162291169451074,0.25,15.990453460620524,4.75,0.25,0.7126865671641791,0.5,0.5,0.25,0.31605113636363635,0.25,63.5
Low-Risk,LR_678,66,Female,19230.604874392637,1,0,0,0,1,37,37,37,0.5,0.5,0.5,0.5,32.432432432432435,9.5,0.5,1.9166666666666667,1.25,0.5,0.5,0.5,0.5,-10.5
Low-Risk,LR_679,34,Male,19981.21118391577,1,0,0,0,1,16,16,16,0.5,0.5,0.5,0.5,18.75,1,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,4.5
Low-Risk,LR_68,37,Female,NA,1,0,0,0,4,17,4.25,3,0.5,0.25,0.38235294117647056,0.5,11.76470588235294,0.5,0.25,0.375,0.375,0.5,0.25,0.4,0.5,5.25
Low-Risk,LR_680,48,Male,16166.09703144839,1,0,0,0,1,5,5,5,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,5
Low-Risk,LR_681,53,Male,NA,1,0,0,0,1,30,30,30,0.25,0.25,0.25,0.25,26.666666666666668,0.75,0.25,0.375,0.25,0.25,0.25,0.25,0.25,2.5
Low-Risk,LR_682,28,Male,15518.78868880673,1,0,0,0,3,32,10.666666666666666,9,0.5,0.5,0.5,0.5,18.75,2.5,0.5,1,0.5,0.5,0.5,0.5,0.5,7
Low-Risk,LR_683,22,Female,18803.858830059366,1,0,0,0,1,85,85,85,1,0.25,0.5147058823529411,0.25,20,2,0.25,0.7058823529411765,0.5,1,0.25,0.5367647058823529,0.25,24.5
Low-Risk,LR_684,30,Female,19116.57066249581,1,0,0,0,1,36,36,36,1,0.25,0.4236111111111111,0.5,22.22222222222222,1.5,0.5,0.8125,0.75,1,0.25,0.44642857142857145,0.5,6
Low-Risk,LR_685,40,Male,NA,1,0,0,0,2,68,34,34,0.5,0.25,0.3235294117647059,0.25,14.705882352941178,4.75,0.25,1.1,0.75,0.5,0.25,0.31896551724137934,0.25,7.5
Low-Risk,LR_686,44,Male,NA,1,0,0,0,1,78,78,78,0.5,0.25,0.28846153846153844,0.25,21.794871794871796,4.75,0.25,0.7647058823529411,0.5,0.5,0.25,0.29508196721311475,0.25,5
Low-Risk,LR_687,50,Female,17349.553664456762,1,0,0,0,3,22,7.333333333333333,1,10,0.5,1.3863636363636365,1,18.181818181818183,2,1,1.5,1.5,10,0.5,1.4722222222222223,1,20.5
Low-Risk,LR_688,48,Female,16816.14574169901,1,0,0,0,3,202,67.33333333333333,42,1,0.25,0.37376237623762376,0.25,18.81188118811881,39.5,0.25,2.1184210526315788,0.5,1,0.25,0.38414634146341464,0.25,-17.5
Low-Risk,LR_689,45,Male,14058.268518749028,1,0,0,0,1,237,237,237,0.25,0.25,0.25,0.25,24.47257383966245,4.75,0.25,0.5086206896551724,0.25,0.25,0.25,0.25,0.25,15.25
Low-Risk,LR_69,53,Male,20864.08634313936,1,0,0,0,8,208,26,21,5,0.5,2.5,2,24.03846153846154,45,0.5,6.02,5,5,0.5,2.2974683544303796,2,62
Low-Risk,LR_690,65,Female,NA,1,0,0,0,2,32,16,16,0.5,0.25,0.3046875,0.25,9.375,0.5,0.25,0.3333333333333333,0.25,0.5,0.25,0.3103448275862069,0.25,8
Low-Risk,LR_691,40,Female,13444.220983470092,1,0,0,0,14,195,13.928571428571429,8.5,5,0.25,1.1743589743589744,1,19.48717948717949,118,0.25,4.375,1,5,0.25,1.2388535031847134,1,28.25
Low-Risk,LR_692,34,Male,17237.621401328477,1,0,0,0,1,125,125,125,0.25,0.25,0.25,0.25,22.400000000000002,24.75,0.25,1.4553571428571428,0.25,0.25,0.25,0.25,0.25,-16.5
Low-Risk,LR_693,35,Female,14811.681844131132,1,0,0,0,4,221,55.25,48.5,1,0.5,0.9841628959276018,1,22.624434389140273,7,0.5,1.73,1,1,0.5,0.9853801169590644,1,82
Low-Risk,LR_694,43,Male,18109.515664882667,1,0,0,0,3,246,82,93,0.25,0.25,0.25,0.25,20.73170731707317,4.75,0.25,0.47058823529411764,0.25,0.25,0.25,0.25,0.25,24.75
Low-Risk,LR_695,49,Male,NA,1,0,0,0,1,8,8,8,0.5,0.5,0.5,0.5,12.5,1,1,1,1,0.5,0.5,0.5,0.5,2.5
Low-Risk,LR_696,58,Female,16127.86680739772,1,0,0,0,7,210,30,26,1,0.5,0.6142857142857143,0.5,26.190476190476193,9.5,0.5,1.1272727272727272,1,1,0.5,0.6258064516129033,0.5,35
Low-Risk,LR_697,29,Male,17350.100744468913,1,0,0,0,1,3,3,3,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,3
Low-Risk,LR_698,62,Female,19105.52359289776,1,0,0,0,2,10,5,5,1,0.25,0.325,0.25,20,1,0.5,0.75,0.75,0.25,0.25,0.25,0.25,0.5
Low-Risk,LR_699,23,Female,17237.621401328477,1,0,0,0,1,32,32,32,0.25,0.25,0.25,0.25,28.125,0.75,0.25,0.4166666666666667,0.5,0.25,0.25,0.25,0.25,2
Low-Risk,LR_7,53,Female,15590.872608280435,1,0,0,0,3,110,36.666666666666664,27,0.25,0.25,0.25,0.25,19.090909090909093,0.75,0.25,0.4642857142857143,0.5,0.25,0.25,0.25,0.25,12.5
Low-Risk,LR_70,44,Male,22100.45289900529,1,0,0,0,1,9,9,9,0.25,0.25,0.25,0.25,22.22222222222222,0.5,0.25,0.375,0.375,0.25,0.25,0.25,0.25,1
Low-Risk,LR_700,28,Female,16172.774931764206,1,0,0,0,12,944,78.66666666666667,43.5,1,0.25,0.2809851694915254,0.25,20.86864406779661,20.5,0.25,0.7220812182741116,0.5,1,0.25,0.28112449799196787,0.25,67.75
Low-Risk,LR_701,29,Male,16121.516597765853,1,0,0,0,1,17,17,17,1,1,1,1,11.76470588235294,1,1,1,1,1,1,1,1,13
Low-Risk,LR_702,29,Female,17462.804113156715,1,0,0,0,2,193,96.5,96.5,0.25,0.25,0.25,0.25,16.580310880829018,24.75,0.25,1.2578125,0.5,0.25,0.25,0.25,0.25,0
Low-Risk,LR_703,35,Female,NA,1,0,0,0,2,32,16,16,0.5,0.25,0.4296875,0.5,12.5,2,0.5,1.125,1,0.5,0.25,0.41964285714285715,0.5,7.25
Low-Risk,LR_704,39,Female,14129.449123690572,1,0,0,0,2,94,47,47,1,0.5,0.8351063829787234,1,22.340425531914892,4,0.5,1.3095238095238095,1,1,0.5,0.8287671232876712,1,33
Low-Risk,LR_705,25,Male,16482.190958881027,1,0,0,0,1,14,14,14,1,1,1,1,21.428571428571427,2,2,2,2,1,1,1,1,5
Low-Risk,LR_706,27,Female,NA,1,0,0,0,16,907,56.6875,48.5,5,0.25,1.884233737596472,2,24.035281146637267,59,0.5,4.259174311926605,2.5,5,0.25,1.8646589259796806,2,356.25
Low-Risk,LR_707,35,Female,21849.88515884305,1,0,0,0,9,1427,158.55555555555554,167,2.5,0.25,1.0103363700070076,1,21.163279607568324,99,0.5,3.9188741721854305,1,2.5,0.25,1.0117777777777779,1,-45.25
Low-Risk,LR_708,38,Male,17157.45748001931,1,0,0,0,3,31,10.333333333333334,9,0.5,0.5,0.5,0.5,6.451612903225806,1,0.5,0.75,0.75,0.5,0.5,0.5,0.5,13
Low-Risk,LR_709,45,Female,19299.938111373012,1,0,0,0,2,279,139.5,139.5,1,0.25,0.546594982078853,0.5,22.58064516129032,49.5,0.25,1.5555555555555556,0.5,1,0.25,0.5590277777777778,0.5,22.75
Low-Risk,LR_71,40,Male,21838.01866809882,1,0,0,0,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,1
Low-Risk,LR_710,23,Male,14244.754097974565,1,0,0,0,1,20,20,20,1,0.5,0.65,0.5,10,1,1,1,1,1,0.5,0.6666666666666666,0.5,10
Low-Risk,LR_711,41,Male,17660.812268896138,1,0,0,0,1,4,4,4,0.25,0.25,0.25,0.25,25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5
Low-Risk,LR_712,42,Female,16762.713666463158,1,0,0,0,3,72,24,18,2,1,1.2222222222222223,1,20.833333333333336,19,1,3.2666666666666666,2,2,1,1.2105263157894737,1,20
Low-Risk,LR_713,33,Male,14058.268518749028,1,0,0,0,1,52,52,52,0.25,0.25,0.25,0.25,23.076923076923077,0.75,0.25,0.4166666666666667,0.375,0.25,0.25,0.25,0.25,5
Low-Risk,LR_714,30,Male,16227.518048693373,1,0,0,0,1,38,38,38,1,0.5,0.5789473684210527,0.5,15.789473684210526,49.5,0.5,9,1,1,0.5,0.59375,0.5,-35
Low-Risk,LR_715,28,Female,NA,1,0,0,0,2,28,14,14,5,1,4.285714285714286,5,17.857142857142858,20,5,11,10,5,1,4.130434782608695,5,40
Low-Risk,LR_716,43,Male,15518.78868880673,1,0,0,0,8,206,25.75,19,1,0.25,0.27548543689320387,0.25,16.50485436893204,2,0.25,0.5147058823529411,0.375,1,0.25,0.27906976744186046,0.25,30.5
Low-Risk,LR_717,52,Male,18942.63148387097,1,0,0,0,1,94,94,94,1,0.25,0.4574468085106383,0.25,23.404255319148938,3,0.25,0.7840909090909091,0.5,1,0.25,0.4479166666666667,0.25,15
Low-Risk,LR_718,28,Female,15345.727103887619,1,0,0,0,6,380,63.333333333333336,19.5,1,0.5,0.6039473684210527,0.5,22.63157894736842,29.5,0.5,1.6453488372093024,1,1,0.5,0.608843537414966,0.5,37.5
Low-Risk,LR_719,40,Female,14872.74077677282,1,0,0,0,13,479,36.84615384615385,31,2,0.25,0.38987473903966596,0.25,18.580375782881003,3,0.25,0.547752808988764,0.5,2,0.25,0.40384615384615385,0.25,108.75
Low-Risk,LR_72,32,Female,18789.373813575272,1,0,0,0,1,99,99,99,1,1,1,1,19.19191919191919,5,1,2.1052631578947367,2,1,1,1,1,40
Low-Risk,LR_720,30,Male,NA,1,0,0,0,1,3,3,3,1,1,1,1,33.33333333333333,1,1,1,1,1,1,1,1,1
Low-Risk,LR_721,29,Female,16166.09703144839,1,0,0,0,2,13,6.5,6.5,0.5,0.25,0.3076923076923077,0.25,15.384615384615385,0.75,0.25,0.5,0.5,0.5,0.25,0.3181818181818182,0.25,2.5
Low-Risk,LR_722,27,Male,14973.507277638359,1,0,0,0,1,9,9,9,1,1,1,1,22.22222222222222,1,1,1,1,1,1,1,1,5
Low-Risk,LR_723,25,Male,17541.091453251414,1,0,0,0,1,59,59,59,1,0.5,0.6016949152542372,0.5,22.033898305084744,2.5,0.5,1,1,1,0.5,0.6086956521739131,0.5,15
Low-Risk,LR_724,43,Female,NA,1,0,0,0,1,283,283,283,2,0.5,1.1943462897526502,1,26.501766784452297,59,0.5,2.76,2,2,0.5,1.2115384615384615,1,45
Low-Risk,LR_725,43,Female,15241.155792148917,1,0,0,0,1,10,10,10,0.25,0.25,0.25,0.25,10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2
Low-Risk,LR_726,32,Female,14649.141709140966,1,0,0,0,11,938,85.27272727272727,88,0.5,0.25,0.27798507462686567,0.25,23.240938166311302,4.75,0.25,0.49655963302752293,0.5,0.5,0.25,0.28020833333333334,0.25,93.5
Low-Risk,LR_727,32,Male,14244.754097974565,1,0,0,0,1,7,7,7,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25,0.25,0.25,1.75
Low-Risk,LR_728,27,Male,15241.155792148917,1,0,0,0,1,121,121,121,0.25,0.25,0.25,0.25,25.6198347107438,1.75,0.25,0.5241935483870968,0.5,0.25,0.25,0.25,0.25,6.25
Low-Risk,LR_729,31,Female,23873.087309753482,1,0,0,0,1,52,52,52,2.5,2,2.1634615384615383,2,21.153846153846153,5,2,2.909090909090909,2.5,2.5,2,2.1341463414634148,2,55.5
Low-Risk,LR_73,22,Male,14872.74077677282,1,0,0,0,5,231,46.2,25,0.5,0.25,0.26731601731601734,0.25,28.57142857142857,2.25,0.25,0.4962121212121212,0.5,0.5,0.25,0.2681818181818182,0.25,11.5
Low-Risk,LR_730,53,Male,20801.50503373924,1,0,0,0,1,2,2,2,5,5,5,5,0,NA,NA,NA,NA,5,5,5,5,10
Low-Risk,LR_731,35,Male,16081.0476064887,1,0,0,0,3,266,88.66666666666667,62,1,0.25,0.3919172932330827,0.5,25.18796992481203,2.5,0.25,0.6567164179104478,0.5,1,0.25,0.38567839195979897,0.25,32.75
Low-Risk,LR_732,47,Male,13444.220983470092,1,0,0,0,3,103,34.333333333333336,27,1,0.5,0.7378640776699029,0.5,17.475728155339805,7,0.5,1.75,1.25,1,0.5,0.7235294117647059,0.5,30
Low-Risk,LR_733,39,Male,13444.220983470092,1,0,0,0,5,272,54.4,63,1,0.25,0.4944852941176471,0.5,23.52941176470588,19.5,0.25,1.23828125,0.5,1,0.25,0.5,0.5,24.75
Low-Risk,LR_734,35,Male,NA,1,0,0,0,1,35,35,35,0.25,0.25,0.25,0.25,8.571428571428571,0.5,0.25,0.4166666666666667,0.5,0.25,0.25,0.25,0.25,6.75
Low-Risk,LR_735,29,Female,NA,1,0,0,0,1,16,16,16,0.5,0.5,0.5,0.5,18.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5
Low-Risk,LR_736,28,Female,14872.74077677282,1,0,0,0,2,97,48.5,48.5,1,0.5,0.5257731958762887,0.5,22.68041237113402,9.5,0.5,1.3409090909090908,0.75,1,0.5,0.5266666666666666,0.5,10
Low-Risk,LR_737,32,Male,21300.275011331014,1,0,0,0,2,14,7,7,2,1,1.6428571428571428,2,7.142857142857142,1,1,1,1,2,1,1.6923076923076923,2,21
Low-Risk,LR_738,62,Female,19509.345865633077,1,0,0,0,1,43,43,43,1,0.25,0.6627906976744186,0.5,23.25581395348837,2,0.25,1.15,1,1,0.25,0.7196969696969697,1,12.25
Low-Risk,LR_739,40,Male,16394.77765776613,1,0,0,0,3,96,32,32,0.5,0.25,0.2604166666666667,0.25,20.833333333333336,1.25,0.25,0.425,0.5,0.5,0.25,0.2631578947368421,0.25,11.5
Low-Risk,LR_74,46,Male,17350.100744468913,1,0,0,0,15,648,43.2,29,10,1,2.380401234567901,2.5,22.530864197530864,47.5,1,5.595890410958904,2.5,10,1,2.3595617529880477,2.5,367.5
Low-Risk,LR_740,29,Male,14649.141709140966,1,0,0,0,1,13,13,13,0.5,0.5,0.5,0.5,7.6923076923076925,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.5
Low-Risk,LR_741,34,Male,16105.751631389929,1,0,0,0,1,316,316,316,0.5,0.25,0.31170886075949367,0.25,23.10126582278481,4.75,0.25,0.7636986301369864,0.5,0.5,0.25,0.3117283950617284,0.25,20
Low-Risk,LR_742,25,Female,15819.038485362007,1,0,0,0,8,401,50.125,30,1,0.25,0.493142144638404,0.25,28.179551122194514,7,0.25,0.9623893805309734,0.5,1,0.25,0.4869791666666667,0.25,31.5
Low-Risk,LR_743,36,Female,21286.724744601455,1,0,0,0,1,58,58,58,0.5,0.25,0.27586206896551724,0.25,18.96551724137931,4.75,0.25,0.75,0.25,0.5,0.25,0.28191489361702127,0.25,5
Low-Risk,LR_744,50,Male,NA,1,0,0,0,1,101,101,101,2,0.25,1.6336633663366336,2,36.633663366336634,49.5,0.5,9.047297297297296,2,2,0.25,1.58984375,2,-233
Low-Risk,LR_745,55,Male,NA,1,0,0,0,1,19,19,19,0.25,0.25,0.25,0.25,5.263157894736842,1,1,1,1,0.25,0.25,0.25,0.25,3.5
Low-Risk,LR_746,56,Female,14649.141709140966,1,0,0,0,1,97,97,97,1,0.25,0.7835051546391752,1,22.68041237113402,9.5,0.5,2.1818181818181817,1,1,0.25,0.7733333333333333,1,10
Low-Risk,LR_747,30,Male,20838.858809298414,1,0,0,0,1,79,79,79,0.5,0.5,0.5,0.5,27.848101265822784,2.5,0.5,0.8409090909090909,0.5,0.5,0.5,0.5,0.5,10
Low-Risk,LR_748,60,Male,13444.220983470092,1,0,0,0,2,154,77,77,2.5,0.25,0.8474025974025974,0.25,23.376623376623375,12.5,0.25,1.2152777777777777,0.5,2.5,0.25,0.8792372881355932,0.25,60
Low-Risk,LR_749,26,Male,14830.155999408198,1,0,0,0,2,103,51.5,51.5,0.25,0.25,0.25,0.25,18.446601941747574,1.25,0.25,0.5131578947368421,0.5,0.25,0.25,0.25,0.25,11.25
Low-Risk,LR_75,22,Male,NA,1,0,0,0,1,32,32,32,2.5,1,1.71875,2,31.25,6,1,2.7,2,2.5,1,1.7727272727272727,2,12
Low-Risk,LR_750,39,Female,19239.52727567668,1,0,0,0,1,37,37,37,0.25,0.25,0.25,0.25,8.108108108108109,0.5,0.25,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,7.5
Low-Risk,LR_751,43,Male,20395.14438831976,1,0,0,0,6,356,59.333333333333336,15,2,0.5,1.2514044943820224,1.5,25.280898876404496,99,0.5,3.6777777777777776,2,2,0.5,1.2537593984962405,1.5,2.5
Low-Risk,LR_752,52,Female,18758.95726601621,1,0,0,0,1,83,83,83,2.5,2.5,2.5,2.5,18.072289156626507,7.5,2.5,3.8333333333333335,2.5,2.5,2.5,2.5,2.5,112.5
Low-Risk,LR_753,36,Male,20345.923858601425,1,0,0,0,6,199,33.166666666666664,19.5,1.5,0.25,0.7688442211055276,0.5,25.125628140703515,13.5,0.25,1.885,1,1.5,0.25,0.738255033557047,0.5,15.75
Low-Risk,LR_754,40,Male,15241.155792148917,1,0,0,0,90,5893,65.47777777777777,50,1.5,0.25,0.4921941286271848,0.5,22.840658408281012,59,0.25,1.5599925705794948,0.5,1.5,0.25,0.4943369254453486,0.5,148
Low-Risk,LR_755,51,Male,18365.67231773879,1,0,0,0,1,7,7,7,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25,0.25,0.25,1.75
Low-Risk,LR_756,27,Female,13206.467016665061,1,0,0,0,1,19,19,19,0.5,0.5,0.5,0.5,21.052631578947366,1,0.5,0.625,0.5,0.5,0.5,0.5,0.5,5
Low-Risk,LR_757,54,Female,16482.190958881027,1,0,0,0,3,16,5.333333333333333,6,1,1,1,1,31.25,2,1,1.2,1,1,1,1,1,5
Low-Risk,LR_758,36,Male,NA,1,0,0,0,1,17,17,17,0.5,0.25,0.4411764705882353,0.5,11.76470588235294,1,0.5,0.75,0.75,0.5,0.25,0.43333333333333335,0.5,5
Low-Risk,LR_759,43,Female,18047.722391610856,1,0,0,0,1,28,28,28,1,0.25,0.5357142857142857,0.5,14.285714285714285,1,0.5,0.75,0.75,1,0.25,0.5,0.375,9
Low-Risk,LR_76,53,Male,21538.730827699863,1,0,0,0,31,965,31.129032258064516,20,5,0.5,3.338341968911917,2.5,23.316062176165804,495,0.5,8.848888888888888,5,5,0.5,3.3087837837837837,2.5,457.5
Low-Risk,LR_760,23,Male,19848.05328640708,1,0,0,0,3,288,96,19,1,0.25,0.9505208333333334,1,25.34722222222222,19,0.25,2.0239726027397262,2,1,0.25,0.9395348837209302,1,54.25
